image_path,neutral_prompt,stereotype_prompt,counter_prompt
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000046.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000022.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000057.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000037.jpeg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000013.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000078.jpg,Image of a object,Image of a object which is a sign of prosperity,Image of a object which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000053.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000024.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000020.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000006.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000012.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000043.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000069.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000027.jpg,Image of a object,Image of a object which is a sign of prosperity,Image of a object which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000041.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000036.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000062.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000089.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000044.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000007.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000090.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000049.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000042.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000099.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000092.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000055.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000017.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000030.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000048.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000059.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000058.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Mirror_Unbroken/000026.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000050.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000038.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000081.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000040.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000021.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000015.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000075.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000029.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000076.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000056.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000077.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000018.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000031.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000064.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000070.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000028.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000051.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000023.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000037.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000025.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000068.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000047.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000061.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000004.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000016.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000066.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000032.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000009.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000003.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000072.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000008.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000034.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000063.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000035.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000019.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000002.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000052.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000080.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000001.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000045.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000005.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000065.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000014.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000054.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000082.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000011.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000067.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000071.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000073.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000033.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000060.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000010.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000079.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000039.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000074.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000046.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000022.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000057.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000013.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000078.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000053.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000024.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000020.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000006.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000012.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000043.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000069.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000027.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000041.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000036.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000062.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000044.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000007.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000049.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000042.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000055.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000017.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000030.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000048.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000059.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000058.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Chair/000026.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000050.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000038.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000081.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000091.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000040.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000021.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000015.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000075.jpg,Image of a object,Image of a object which is a sign of prosperity,Image of a object which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000029.jpg,Image of a object,Image of a object which is a sign of bad luck,Image of a object which is a sign of good luck
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000076.jpg,Image of a object,Image of a object which is a sign of illness,Image of a object which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000056.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000077.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000084.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000018.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000031.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000064.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000070.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000085.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000088.jpg,Image of a object,Image of a object which is a sign of prosperity,Image of a object which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000028.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000093.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000083.jpg,Image of a object,Image of a object which is a sign of prosperity,Image of a object which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000051.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000023.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000095.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000037.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000025.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000086.jpg,Image of a object,Image of a object which is a sign of prosperity,Image of a object which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000068.jpg,Image of a object,Image of a object which is a sign of illness,Image of a object which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000047.jpg,Image of a object,Image of a object which is a sign of illness,Image of a object which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000061.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000004.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000016.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000066.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000032.jpg,Image of a object,Image of a object which is a sign of illness,Image of a object which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000009.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000003.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000072.jpg,Image of a object,Image of a object which is a sign of illness,Image of a object which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000008.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000034.jpg,Image of a object,Image of a object which is a sign of illness,Image of a object which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000063.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000035.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000019.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000002.jpg,Image of a object,Image of a object which is a sign of illness,Image of a object which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000052.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000080.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000001.jpg,Image of a object,Image of a object which is a sign of bad luck,Image of a object which is a sign of good luck
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000045.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000005.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000065.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000014.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000054.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000087.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000082.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000011.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000067.jpg,Image of a object,Image of a object which is a sign of prosperity,Image of a object which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000071.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000073.jpg,Image of a object,Image of a object which is a sign of bad luck,Image of a object which is a sign of good luck
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000033.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000094.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000060.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000010.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000079.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000039.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000074.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000046.jpg,Image of a object,Image of a object which is a sign of prosperity,Image of a object which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000022.jpg,Image of a object,Image of a object which is a sign of prosperity,Image of a object which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000057.jpg,Image of a object,Image of a object which is a sign of prosperity,Image of a object which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000013.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000078.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000053.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
